instance_id predicted_score
2475218615076601065 0.005873680649140383
398316874173557226 0.02836922476845953
6586402638209028583 0.026997085458240217
1040996105851528465 0.02181189929254421
6316278569655873454 0.020247106807156585
868158305045921978 0.02267017857849831
5713520501786699854 0.030852438523060546
932945015407923184 0.01024819737049398
1919197847086752313 0.009795045620216204
304887065966615346 0.009532788527979367
3282556850371665 0.00811137224514588
8829646398295427742 0.010884615090140968
3177704368658581090 0.0076054570632569036
331811904131229654 0.03603936235547794
1529584165704680903 0.01640555548982624
410957802501821801 0.02456513915982581
7858701120525579871 0.02924973375495804
1007593432911733192 0.03595475717999827
6933421324008829721 0.025729501654409417
949601458836318592 0.018791932449638227
1204371563787795352 0.015158259308825294
6697124581068234934 0.010600056237690132
7458626674337135052 0.0054601987908632355
6451011837344535814 0.008297905695234349
4970342844069330588 0.011195736704912836
1311037283502827477 0.005097342820143714
5367830782177104937 0.007322061055127297
130085071580390177 0.008681967125302078
5277248246761080968 0.008160506431414949
8248237544078109435 0.008526739022843732
8160495387552112248 0.00480055800890687
4990633888389156703 0.012208444143278575
5367915129338412746 0.0054601987908632355
7166315717760973347 0.010989516189024346
3922408194130789536 0.004463974614374965
3198031054131887410 0.006783858419553
8381639851093431264 0.012352445526339335
4196377277000518389 0.017823798534842842
7216665137006358861 0.007497736819078392
7657988882068327631 0.010288246739723632
6580538684502645403 0.011986971553987645
8285962653536984730 0.015520639184509608
667595007626814688 0.008460505582735967
794637447406319981 0.012098638206694627
1667489879796904413 0.006241619560823662
7581478598841084967 0.0066278954800140285
272473116112748683 0.005890446001664318
7616847274036607679 0.004649019781059903
3090692985891227788 0.012830597340428875
1497475395995941288 0.011787315853231117
441294948945551728 0.01010972291091932
3856621171799337440 0.007926029680666276
7233013970386906908 0.012353172221496886
7782462939020585759 0.010933485352567409
7819341218876328892 0.016023566938713738
8768374492722589767 0.004307123145912986
7699672123093034935 0.008447345217036637
3105846136880438244 0.006764868719654668
6362992075498435257 0.005281769187463172
4633007087835435834 0.007015396471344031
3278116017102114132 0.0082946129025058
5363866899442970684 0.003864814741050187
4763880063818181026 0.013621476373776907
6499417853689436305 0.009886254562669993
8825197220275291270 0.007765014328640744
1702555588196061071 0.010867673287448523
6579068549138521196 0.0147819938491745
6993939747206748437 0.013585293461369724
6426886544329476252 0.010778496565621215
7860426862982048754 0.008529192891422639
2527297114841298382 0.011567701939148148
7933313760459159869 0.007820184224469942
75469955133175158 0.005209195971274219
7906499375892573021 0.003237863388520452
297206904225842053 0.006797706591046455
1277202590313089835 0.008521810051370447
1897838256899211077 0.009190347358035788
6554880088483459971 0.010743206579534623
6235346144393008382 0.008641385568889838
4934006048075874133 0.004602122938966323
3434477093176970312 0.006718680858401103
872629453371620942 0.010855139171984744
6562540679725413333 0.005364246229914646
2549347096994045410 0.0042175475010217695
4114531809002228993 0.012095669980567348
6947254775144460887 0.011104773899824174
4193769699798080591 0.009917472568101488
4299012801018800018 0.007651299841792054
4659062641181513784 0.008627665196113883
5574367751937642699 0.014113880908999515
6074037798572199156 0.014164242701654554
