Id,Pred
1.0,0.525650143111297
2.0,0.49807471472833786
3.0,0.3552420823297967
4.0,0.2797786310394771
5.0,0.3024017854468945
6.0,0.35464495052742906
7.0,0.19354575905294913
8.0,0.6008252101534602
9.0,0.3110746659217966
10.0,0.9232974107128975
11.0,0.08862107487586182
12.0,0.22387976714861452
13.0,0.830776207052966
14.0,0.37478257479251464
15.0,0.3817937781414467
16.0,0.3276510418998085
17.0,0.26817721832349384
18.0,-0.3676587356120143
19.0,0.7446512120304498
20.0,0.2725072626783008
21.0,0.2916770307381598
22.0,0.485323189947489
23.0,0.2980473620952736
24.0,0.36290231854045496
25.0,0.30035807888358684
26.0,0.38834053858819545
27.0,0.24834535310218755
28.0,0.3575054693627251
29.0,0.35322282413686623
30.0,0.3711475488469981
31.0,0.4600275457352656
32.0,0.3783434534630503
33.0,0.3143737588102396
34.0,0.3137475393626837
35.0,0.3558994149670172
36.0,0.44812175183415837
37.0,0.26978405120756704
38.0,0.4320577480136249
39.0,0.796480104167712
40.0,0.35241023076698536
41.0,0.4705122195149892
42.0,0.29152471381803086
43.0,0.8006838746942533
44.0,0.3393006378625109
45.0,0.23895394470056142
46.0,0.7359296783473435
47.0,0.3138456418582487
48.0,0.7828168845867527
49.0,0.3998917978996701
50.0,0.2670904179423855
51.0,0.24370421955177665
52.0,0.7802931202632111
53.0,0.460957649789698
54.0,0.3352550003206265
55.0,0.27910164036481944
56.0,2.3210238302958035
57.0,0.3945304350697583
58.0,0.2542925582136492
59.0,0.26531515115801096
60.0,0.41315914896977873
61.0,0.8698596978508097
62.0,0.5141672646206901
63.0,0.27384541611843066
64.0,0.49057580978800686
65.0,0.5842948067080532
66.0,0.982861222960189
67.0,0.6488837538663781
68.0,0.2569292536958582
69.0,0.3159635509159734
70.0,2.887691102846735
71.0,0.31489712865683855
72.0,0.228212486406765
73.0,0.12884198134839303
74.0,0.23354287154657025
75.0,0.28251554568042775
76.0,0.6728360195673511
77.0,0.4606192419059117
78.0,0.35149050982452323
79.0,2.283272425424467
80.0,0.3529258153239918
81.0,0.2410880631757303
82.0,0.33630854263031396
83.0,0.31378881491691957
84.0,0.29722016321044054
85.0,0.438948140892484
86.0,0.6858573218665336
87.0,0.27233630397070585
88.0,0.5311481111642868
89.0,0.2484659581667482
90.0,0.3287136875895905
91.0,0.2837448598218952
92.0,0.6829572382714593
93.0,0.39228132556149786
94.0,0.32872826434979896
95.0,1.0323114799096482
96.0,0.3391812094786345
97.0,0.24390713138105435
98.0,0.3134122677536241
99.0,0.5009650795245287
100.0,0.4724468079712389
