Id,SalePrice
1461,119356.25
1462,161662.1875
1463,186157.765625
1464,197570.453125
1465,193225.59375
1466,170703.21875
1467,171585.890625
1468,170160.671875
1469,200325.3125
1470,119901.125
1471,195000.703125
1472,96958.796875
1473,95992.546875
1474,152358.046875
1475,110167.8359375
1476,409083.5625
1477,256712.328125
1478,303845.09375
1479,317888.0625
1480,473015.78125
1481,355250.21875
1482,223782.296875
1483,173522.59375
1484,177399.1875
1485,181793.765625
1486,199232.65625
1487,331699.15625
1488,233686.625
1489,196873.59375
1490,204350.40625
1491,196389.96875
1492,92890.7578125
1493,188467.859375
1494,283979.375
1495,296957.15625
1496,228888.234375
1497,172026.8125
1498,167833.765625
1499,163141.734375
1500,153758.59375
1501,168798.484375
1502,153842.34375
1503,260465.40625
1504,236630.28125
1505,223018.09375
1506,195326.421875
1507,257287.0625
1508,202561.84375
1509,161393.84375
1510,142110.59375
1511,142203.71875
1512,166555.953125
1513,143389.859375
1514,149583.25
1515,193790.671875
1516,155452.109375
1517,166725.828125
1518,144447.515625
1519,213372.328125
1520,134194.9375
1521,134490.765625
1522,165570.25
1523,113614.4375
1524,126550.3984375
1525,124185.453125
1526,119832.3046875
1527,102646.0078125
1528,130248.5390625
1529,152703.234375
1530,177805.359375
1531,114395.1796875
1532,98636.4375
1533,139823.0625
1534,124098.546875
1535,156705.25
1536,117388.1953125
1537,76635.6484375
1538,162863.640625
1539,191055.515625
1540,85450.28125
1541,151203.953125
1542,155174.53125
1543,221644.125
1544,71294.1171875
1545,111778.046875
1546,132470.984375
1547,142058.953125
1548,136682.453125
1549,109510.84375
1550,136965.078125
1551,114763.96875
1552,135922.671875
1553,146210.4375
1554,115998.234375
1555,173261.984375
1556,93051.328125
1557,112487.7890625
1558,97602.546875
1559,82684.6484375
1560,134353.984375
1561,110579.1953125
1562,133690.125
1563,120351.578125
1564,164847.703125
1565,142039.59375
1566,237742.734375
1567,76413.7109375
1568,226939.65625
1569,133486.53125
1570,136298.1875
1571,117000.703125
1572,144612.359375
1573,269492.375
1574,125240.640625
1575,212987.265625
1576,219577.46875
1577,205183.09375
1578,145697.9375
1579,140678.015625
1580,201218.90625
1581,147434.640625
1582,129479.4453125
1583,310086.5
1584,227252.171875
1585,139763.734375
1586,70410.7890625
1587,97481.6171875
1588,149938.453125
1589,98434.6875
1590,140772.09375
1591,99314.7265625
1592,122090.3671875
1593,126827.921875
1594,137415.546875
1595,132089.875
1596,238877.9375
1597,193676.484375
1598,212842.6875
1599,171244.71875
1600,181190.734375
1601,69818.0859375
1602,111199.0078125
1603,66149.0390625
1604,261376.640625
1605,246095.28125
1606,178478.109375
1607,182296.1875
1608,229017.28125
1609,192126.21875
1610,148145.125
1611,147845.203125
1612,161452.65625
1613,157677.265625
1614,119345.6640625
1615,90655.1328125
1616,78549.1328125
1617,93457.7578125
1618,128984.984375
1619,138721.859375
1620,185319.21875
1621,139007.640625
1622,138573.890625
1623,275135.15625
1624,200785.484375
1625,122952.8046875
1626,162885.0625
1627,185189.890625
1628,287079.5
1629,173964.171875
1630,355900.625
1631,218478.34375
1632,251106.609375
1633,172825.984375
1634,185218.6875
1635,169957.140625
1636,155296.515625
1637,189970.125
1638,191295.453125
1639,190033.0
1640,269743.0625
1641,174609.734375
1642,228472.34375
1643,226987.0625
1644,228212.984375
1645,193644.71875
1646,156393.21875
1647,166257.4375
1648,135555.03125
1649,133029.671875
1650,113843.5078125
1651,127671.703125
1652,96287.6875
1653,99245.328125
1654,147063.484375
1655,142870.890625
1656,148173.53125
1657,147812.640625
1658,148932.3125
1659,126590.71875
1660,144730.328125
1661,448056.375
1662,416533.46875
1663,401312.75
1664,477302.0625
1665,319023.90625
1666,311456.34375
1667,330741.09375
1668,344815.84375
1669,290758.65625
1670,349654.875
1671,249051.515625
1672,401012.0625
1673,296845.03125
1674,235307.0625
1675,181080.34375
1676,176803.828125
1677,215918.78125
1678,455797.21875
1679,392334.625
1680,365648.65625
1681,250666.125
1682,299381.0
1683,174472.078125
1684,183109.890625
1685,164681.9375
1686,177059.125
1687,167576.109375
1688,197853.65625
1689,190239.53125
1690,196776.359375
1691,178233.015625
1692,256494.765625
1693,175169.8125
1694,178047.328125
1695,161928.671875
1696,278323.40625
1697,167688.984375
1698,355140.8125
1699,310101.0
1700,235957.625
1701,265254.5625
1702,255535.0
1703,253466.875
1704,267930.4375
1705,230007.484375
1706,419846.40625
1707,214546.203125
1708,205547.171875
1709,269794.25
1710,226438.53125
1711,244934.1875
1712,290370.71875
1713,264456.40625
1714,222393.875
1715,198434.15625
1716,185728.109375
1717,188571.234375
1718,138477.453125
1719,202986.515625
1720,238175.265625
1721,170076.15625
1722,129715.3828125
1723,153015.34375
1724,190745.109375
1725,243339.09375
1726,184089.53125
1727,155501.328125
1728,168459.15625
1729,167363.53125
1730,149637.328125
1731,122149.0703125
1732,128687.15625
1733,116482.0
1734,105531.0
1735,125537.796875
1736,117068.6796875
1737,303081.0625
1738,218109.453125
1739,253969.90625
1740,229567.671875
1741,191828.171875
1742,167169.71875
1743,170573.53125
1744,311151.15625
1745,240611.234375
1746,191892.75
1747,214683.125
1748,225638.5625
1749,156143.59375
1750,131323.9375
1751,246222.53125
1752,121921.1875
1753,152814.09375
1754,195515.03125
1755,170167.328125
1756,126908.015625
1757,123782.3671875
1758,140831.578125
1759,160650.75
1760,164074.46875
1761,146162.0625
1762,170364.296875
1763,178599.34375
1764,119975.015625
1765,148443.671875
1766,165802.53125
1767,204784.484375
1768,142199.25
1769,183190.0625
1770,139391.03125
1771,128022.6015625
1772,138540.46875
1773,113184.8828125
1774,152596.078125
1775,137134.859375
1776,123755.453125
1777,103425.125
1778,135660.421875
1779,105850.1171875
1780,170390.453125
1781,134791.234375
1782,78976.2265625
1783,132757.8125
1784,96310.28125
1785,116300.6328125
1786,137634.4375
1787,151980.578125
1788,56623.5625
1789,91194.390625
1790,79682.53125
1791,180597.453125
1792,155856.015625
1793,132178.203125
1794,149037.890625
1795,137160.75
1796,117534.6015625
1797,108638.2109375
1798,124310.34375
1799,104469.46875
1800,122832.7890625
1801,127665.25
1802,126759.96875
1803,153475.40625
1804,141398.6875
1805,134861.171875
1806,129315.8125
1807,118534.296875
1808,112692.234375
1809,110363.21875
1810,140817.609375
1811,82172.65625
1812,96240.2265625
1813,122413.7890625
1814,96487.984375
1815,53727.93359375
1816,90120.0
1817,102527.3359375
1818,133516.328125
1819,122031.3515625
1820,47409.71875
1821,97458.0078125
1822,141414.734375
1823,34964.734375
1824,132238.609375
1825,124238.515625
1826,95519.875
1827,105322.8828125
1828,138165.609375
1829,112724.15625
1830,135431.234375
1831,161590.203125
1832,91725.84375
1833,131150.59375
1834,119325.859375
1835,131067.1953125
1836,117675.0234375
1837,89009.78125
1838,119422.0546875
1839,91789.8125
1840,155521.796875
1841,141400.984375
1842,78177.4140625
1843,128092.9453125
1844,141960.640625
1845,129456.9765625
1846,160064.125
1847,161019.796875
1848,67481.6328125
1849,107766.875
1850,120725.296875
1851,153954.625
1852,129492.2890625
1853,128036.03125
1854,174537.984375
1855,156097.59375
1856,226547.828125
1857,153510.390625
1858,137617.25
1859,121396.5390625
1860,151338.5625
